"SampleID";"url";"image_url";"latitude";"longitude";"positional_accuracy";"observed_on";"year";"flora";"predicted_family";"predicted_genus";"predicted_scientific_name";"predicted_scientific_name_without_author";"rank";"confidence_score";"predicted_organ";"predicted_organ_score";"error"
"102774953";"https://www.inaturalist.org/observations/102774953";"https://inaturalist-open-data.s3.amazonaws.com/photos/171873730/original.jpeg";31.126320777;-97.7415690159;204;"2021-12-09";2021;"k-south-central-u-s-a";"Apiaceae";"Eryngium";"Eryngium planum L.";"Eryngium planum";1;0.40752;"flower";0.56906;NA
"102774953";"https://www.inaturalist.org/observations/102774953";"https://inaturalist-open-data.s3.amazonaws.com/photos/171873730/original.jpeg";31.126320777;-97.7415690159;204;"2021-12-09";2021;"k-south-central-u-s-a";"Apiaceae";"Eryngium";"Eryngium caeruleum M.Bieb.";"Eryngium caeruleum";2;0.07738;"flower";0.56906;NA
"102774953";"https://www.inaturalist.org/observations/102774953";"https://inaturalist-open-data.s3.amazonaws.com/photos/171873730/original.jpeg";31.126320777;-97.7415690159;204;"2021-12-09";2021;"k-south-central-u-s-a";"Apiaceae";"Eryngium";"Eryngium bourgatii Gouan";"Eryngium bourgatii";3;0.05394;"flower";0.56906;NA
"102774953";"https://www.inaturalist.org/observations/102774953";"https://inaturalist-open-data.s3.amazonaws.com/photos/171873730/original.jpeg";31.126320777;-97.7415690159;204;"2021-12-09";2021;"k-south-central-u-s-a";"Apiaceae";"Eryngium";"Eryngium alpinum L.";"Eryngium alpinum";4;0.01115;"flower";0.56906;NA
"102774953";"https://www.inaturalist.org/observations/102774953";"https://inaturalist-open-data.s3.amazonaws.com/photos/171873730/original.jpeg";31.126320777;-97.7415690159;204;"2021-12-09";2021;"k-south-central-u-s-a";"Apiaceae";"Eryngium";"Eryngium carlinae F.Delaroche";"Eryngium carlinae";5;0.00832;"flower";0.56906;NA
"101289167";"https://www.inaturalist.org/observations/101289167";"https://inaturalist-open-data.s3.amazonaws.com/photos/169144745/original.jpg";29.7140916184;-95.4011465846;36;"2021-11-16";2021;"k-south-central-u-s-a";"Viburnaceae";"Sambucus";"Sambucus nigra L.";"Sambucus nigra";1;0.0059;"flower";0.01421;NA
"101289167";"https://www.inaturalist.org/observations/101289167";"https://inaturalist-open-data.s3.amazonaws.com/photos/169144745/original.jpg";29.7140916184;-95.4011465846;36;"2021-11-16";2021;"k-south-central-u-s-a";"Cyperaceae";"Carex";"Carex pulicaris L.";"Carex pulicaris";2;0.00355;"flower";0.01421;NA
"101289167";"https://www.inaturalist.org/observations/101289167";"https://inaturalist-open-data.s3.amazonaws.com/photos/169144745/original.jpg";29.7140916184;-95.4011465846;36;"2021-11-16";2021;"k-south-central-u-s-a";"Aquifoliaceae";"Ilex";"Ilex glabra (L.) A.Gray";"Ilex glabra";3;0.00324;"flower";0.01421;NA
"101289167";"https://www.inaturalist.org/observations/101289167";"https://inaturalist-open-data.s3.amazonaws.com/photos/169144745/original.jpg";29.7140916184;-95.4011465846;36;"2021-11-16";2021;"k-south-central-u-s-a";"Oleaceae";"Chionanthus";"Chionanthus virginicus L.";"Chionanthus virginicus";4;0.00211;"flower";0.01421;NA
"101289167";"https://www.inaturalist.org/observations/101289167";"https://inaturalist-open-data.s3.amazonaws.com/photos/169144745/original.jpg";29.7140916184;-95.4011465846;36;"2021-11-16";2021;"k-south-central-u-s-a";"Polygonaceae";"Triplaris";"Triplaris cumingiana Fisch. & C.A.Mey.";"Triplaris cumingiana";5;0.00206;"flower";0.01421;NA
"100956100";"https://www.inaturalist.org/observations/100956100";"https://inaturalist-open-data.s3.amazonaws.com/photos/168601155/original.jpeg";47.5165320309;-122.2611208633;140;"2021-11-12";2021;"k-northwestern-u-s-a";"Orobanchaceae";"Bartsia";"Bartsia alpina L.";"Bartsia alpina";1;0.06352;"sheet";0.06201;NA
"100956100";"https://www.inaturalist.org/observations/100956100";"https://inaturalist-open-data.s3.amazonaws.com/photos/168601155/original.jpeg";47.5165320309;-122.2611208633;140;"2021-11-12";2021;"k-northwestern-u-s-a";"Juncaceae";"Juncus";"Juncus duthiei (C.B.Clarke) Noltie";"Juncus duthiei";2;0.01544;"sheet";0.06201;NA
"100956100";"https://www.inaturalist.org/observations/100956100";"https://inaturalist-open-data.s3.amazonaws.com/photos/168601155/original.jpeg";47.5165320309;-122.2611208633;140;"2021-11-12";2021;"k-northwestern-u-s-a";"Lamiaceae";"Phlomoides";"Phlomoides macrophylla (Benth.) Kamelin & Makhm.";"Phlomoides macrophylla";3;0.00718;"sheet";0.06201;NA
"100956100";"https://www.inaturalist.org/observations/100956100";"https://inaturalist-open-data.s3.amazonaws.com/photos/168601155/original.jpeg";47.5165320309;-122.2611208633;140;"2021-11-12";2021;"k-northwestern-u-s-a";"Apiaceae";"Daucus";"Daucus carota L.";"Daucus carota";4;0.0071;"sheet";0.06201;NA
"100956100";"https://www.inaturalist.org/observations/100956100";"https://inaturalist-open-data.s3.amazonaws.com/photos/168601155/original.jpeg";47.5165320309;-122.2611208633;140;"2021-11-12";2021;"k-northwestern-u-s-a";"Lentibulariaceae";"Pinguicula";"Pinguicula macroceras Pall. ex Link";"Pinguicula macroceras";5;0.00647;"sheet";0.06201;NA
"116700585";"https://www.inaturalist.org/observations/116700585";"https://inaturalist-open-data.s3.amazonaws.com/photos/197015961/original.jpeg";26.2906495;-98.1352817;199;"2021-11-09";2021;"k-south-central-u-s-a";"Solanaceae";"Solanum";"Solanum melongena L.";"Solanum melongena";1;0.50417;"leaf";0.17949;NA
"116700585";"https://www.inaturalist.org/observations/116700585";"https://inaturalist-open-data.s3.amazonaws.com/photos/197015961/original.jpeg";26.2906495;-98.1352817;199;"2021-11-09";2021;"k-south-central-u-s-a";"Fabaceae";"Rhynchosia";"Rhynchosia phaseoloides (Sw.) DC.";"Rhynchosia phaseoloides";2;0.00297;"leaf";0.17949;NA
"116700585";"https://www.inaturalist.org/observations/116700585";"https://inaturalist-open-data.s3.amazonaws.com/photos/197015961/original.jpeg";26.2906495;-98.1352817;199;"2021-11-09";2021;"k-south-central-u-s-a";"Malvaceae";"Abutilon";"Abutilon exstipulare (Cav.) G.Don";"Abutilon exstipulare";3;0.00211;"leaf";0.17949;NA
"116700585";"https://www.inaturalist.org/observations/116700585";"https://inaturalist-open-data.s3.amazonaws.com/photos/197015961/original.jpeg";26.2906495;-98.1352817;199;"2021-11-09";2021;"k-south-central-u-s-a";"Moraceae";"Ficus";"Ficus stuhlmannii Warb.";"Ficus stuhlmannii";4;0.00195;"leaf";0.17949;NA
"116700585";"https://www.inaturalist.org/observations/116700585";"https://inaturalist-open-data.s3.amazonaws.com/photos/197015961/original.jpeg";26.2906495;-98.1352817;199;"2021-11-09";2021;"k-south-central-u-s-a";"Solanaceae";"Capsicum";"Capsicum annuum L.";"Capsicum annuum";5;0.00174;"leaf";0.17949;NA
"106400756";"https://www.inaturalist.org/observations/106400756";"https://inaturalist-open-data.s3.amazonaws.com/photos/178728276/original.jpeg";26.2906495;-98.1352817;199;"2021-11-06";2021;"k-south-central-u-s-a";"Ranunculaceae";"Clematis";"Clematis vitalba L.";"Clematis vitalba";1;0.01108;"leaf";0.11363;NA
"106400756";"https://www.inaturalist.org/observations/106400756";"https://inaturalist-open-data.s3.amazonaws.com/photos/178728276/original.jpeg";26.2906495;-98.1352817;199;"2021-11-06";2021;"k-south-central-u-s-a";"Plantaginaceae";"Globularia";"Globularia salicina Lam.";"Globularia salicina";2;0.00748;"leaf";0.11363;NA
"106400756";"https://www.inaturalist.org/observations/106400756";"https://inaturalist-open-data.s3.amazonaws.com/photos/178728276/original.jpeg";26.2906495;-98.1352817;199;"2021-11-06";2021;"k-south-central-u-s-a";"Solanaceae";"Solanum";"Solanum melongena L.";"Solanum melongena";3;0.00374;"leaf";0.11363;NA
"106400756";"https://www.inaturalist.org/observations/106400756";"https://inaturalist-open-data.s3.amazonaws.com/photos/178728276/original.jpeg";26.2906495;-98.1352817;199;"2021-11-06";2021;"k-south-central-u-s-a";"Asteraceae";"Arctium";"Arctium tomentosum Mill.";"Arctium tomentosum";4;0.00245;"leaf";0.11363;NA
"106400756";"https://www.inaturalist.org/observations/106400756";"https://inaturalist-open-data.s3.amazonaws.com/photos/178728276/original.jpeg";26.2906495;-98.1352817;199;"2021-11-06";2021;"k-south-central-u-s-a";"Apocynaceae";"Matelea";"Matelea edwardsensis Correll";"Matelea edwardsensis";5;0.00216;"leaf";0.11363;NA
"100442129";"https://www.inaturalist.org/observations/100442129";"https://inaturalist-open-data.s3.amazonaws.com/photos/167640213/original.jpg";31.4884262694;-97.2862121287;31;"2021-11-06";2021;"k-south-central-u-s-a";"Rosaceae";"Spiraea";"Spiraea hypericifolia L.";"Spiraea hypericifolia";1;0.03043;"leaf";0.65887;NA
"100442129";"https://www.inaturalist.org/observations/100442129";"https://inaturalist-open-data.s3.amazonaws.com/photos/167640213/original.jpg";31.4884262694;-97.2862121287;31;"2021-11-06";2021;"k-south-central-u-s-a";"Apiaceae";"Platysace";"Platysace lanceolata (Labill.) Druce";"Platysace lanceolata";2;0.03042;"leaf";0.65887;NA
"100442129";"https://www.inaturalist.org/observations/100442129";"https://inaturalist-open-data.s3.amazonaws.com/photos/167640213/original.jpg";31.4884262694;-97.2862121287;31;"2021-11-06";2021;"k-south-central-u-s-a";"Rosaceae";"Spiraea";"Spiraea thunbergii Siebold ex Blume";"Spiraea thunbergii";3;0.02894;"leaf";0.65887;NA
"100442129";"https://www.inaturalist.org/observations/100442129";"https://inaturalist-open-data.s3.amazonaws.com/photos/167640213/original.jpg";31.4884262694;-97.2862121287;31;"2021-11-06";2021;"k-south-central-u-s-a";"Hypericaceae";"Hypericum";"Hypericum reflexum L.f.";"Hypericum reflexum";4;0.0236;"leaf";0.65887;NA
"100442129";"https://www.inaturalist.org/observations/100442129";"https://inaturalist-open-data.s3.amazonaws.com/photos/167640213/original.jpg";31.4884262694;-97.2862121287;31;"2021-11-06";2021;"k-south-central-u-s-a";"Hypericaceae";"Hypericum";"Hypericum canariense L.";"Hypericum canariense";5;0.01348;"leaf";0.65887;NA
"100510197";"https://www.inaturalist.org/observations/100510197";"https://inaturalist-open-data.s3.amazonaws.com/photos/167762665/original.jpg";30.312821;-97.698503;2;"2021-11-02";2021;"k-south-central-u-s-a";"Asteraceae";"Solidago";"Solidago puberula Nutt.";"Solidago puberula";1;0.16781;"flower";0.84364;NA
"100510197";"https://www.inaturalist.org/observations/100510197";"https://inaturalist-open-data.s3.amazonaws.com/photos/167762665/original.jpg";30.312821;-97.698503;2;"2021-11-02";2021;"k-south-central-u-s-a";"Asteraceae";"Solidago";"Solidago speciosa Nutt.";"Solidago speciosa";2;0.14405;"flower";0.84364;NA
"100510197";"https://www.inaturalist.org/observations/100510197";"https://inaturalist-open-data.s3.amazonaws.com/photos/167762665/original.jpg";30.312821;-97.698503;2;"2021-11-02";2021;"k-south-central-u-s-a";"Asteraceae";"Solidago";"Solidago altissima L.";"Solidago altissima";3;0.12195;"flower";0.84364;NA
"100510197";"https://www.inaturalist.org/observations/100510197";"https://inaturalist-open-data.s3.amazonaws.com/photos/167762665/original.jpg";30.312821;-97.698503;2;"2021-11-02";2021;"k-south-central-u-s-a";"Asteraceae";"Solidago";"Solidago velutina DC.";"Solidago velutina";4;0.0716;"flower";0.84364;NA
"100510197";"https://www.inaturalist.org/observations/100510197";"https://inaturalist-open-data.s3.amazonaws.com/photos/167762665/original.jpg";30.312821;-97.698503;2;"2021-11-02";2021;"k-south-central-u-s-a";"Asteraceae";"Solidago";"Solidago fistulosa Mill.";"Solidago fistulosa";5;0.06578;"flower";0.84364;NA
"100019282";"https://www.inaturalist.org/observations/100019282";"https://static.inaturalist.org/photos/166869780/original.jpg";40.6576583333;-73.9640266667;NA;"2021-11-01";2021;"k-northeastern-u-s-a";"Asteraceae";"Solidago";"Solidago canadensis L.";"Solidago canadensis";1;0.18672;"flower";0.86165;NA
"100019282";"https://www.inaturalist.org/observations/100019282";"https://static.inaturalist.org/photos/166869780/original.jpg";40.6576583333;-73.9640266667;NA;"2021-11-01";2021;"k-northeastern-u-s-a";"Asteraceae";"Solidago";"Solidago velutina DC.";"Solidago velutina";2;0.10278;"flower";0.86165;NA
"100019282";"https://www.inaturalist.org/observations/100019282";"https://static.inaturalist.org/photos/166869780/original.jpg";40.6576583333;-73.9640266667;NA;"2021-11-01";2021;"k-northeastern-u-s-a";"Asteraceae";"Solidago";"Solidago gigantea Aiton";"Solidago gigantea";3;0.09823;"flower";0.86165;NA
"100019282";"https://www.inaturalist.org/observations/100019282";"https://static.inaturalist.org/photos/166869780/original.jpg";40.6576583333;-73.9640266667;NA;"2021-11-01";2021;"k-northeastern-u-s-a";"Asteraceae";"Solidago";"Solidago rugosa Mill.";"Solidago rugosa";4;0.09216;"flower";0.86165;NA
"100019282";"https://www.inaturalist.org/observations/100019282";"https://static.inaturalist.org/photos/166869780/original.jpg";40.6576583333;-73.9640266667;NA;"2021-11-01";2021;"k-northeastern-u-s-a";"Asteraceae";"Solidago";"Solidago altissima L.";"Solidago altissima";5;0.06315;"flower";0.86165;NA
"98736928";"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/original.jpeg";38.7873542;-77.3170825;136;"2021-10-19";2021;"k-southeastern-u-s-a";"Asteraceae";"Eupatorium";"Eupatorium serotinum Michx.";"Eupatorium serotinum";1;0.48527;"flower";0.86285;NA
"98736928";"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/original.jpeg";38.7873542;-77.3170825;136;"2021-10-19";2021;"k-southeastern-u-s-a";"Asteraceae";"Eupatorium";"Eupatorium altissimum L.";"Eupatorium altissimum";2;0.16354;"flower";0.86285;NA
"98736928";"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/original.jpeg";38.7873542;-77.3170825;136;"2021-10-19";2021;"k-southeastern-u-s-a";"Asteraceae";"Eupatorium";"Eupatorium resinosum Torr. ex DC.";"Eupatorium resinosum";3;0.06647;"flower";0.86285;NA
"98736928";"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/original.jpeg";38.7873542;-77.3170825;136;"2021-10-19";2021;"k-southeastern-u-s-a";"Asteraceae";"Eupatorium";"Eupatorium perfoliatum L.";"Eupatorium perfoliatum";4;0.04241;"flower";0.86285;NA
"98736928";"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/original.jpeg";38.7873542;-77.3170825;136;"2021-10-19";2021;"k-southeastern-u-s-a";"Asteraceae";"Baccharis";"Baccharis punctulata DC.";"Baccharis punctulata";5;0.02249;"flower";0.86285;NA
"98472880";"https://www.inaturalist.org/observations/98472880";"https://inaturalist-open-data.s3.amazonaws.com/photos/163958411/original.jpg";47.0472666667;16.0776528333;9;"2021-10-17";2021;"k-middle-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum laeve (L.) Á.Löve & D.Löve";"Symphyotrichum laeve";1;0.17188;"flower";0.92138;NA
"98472880";"https://www.inaturalist.org/observations/98472880";"https://inaturalist-open-data.s3.amazonaws.com/photos/163958411/original.jpg";47.0472666667;16.0776528333;9;"2021-10-17";2021;"k-middle-europe";"Asteraceae";"Aster";"Aster amellus L.";"Aster amellus";2;0.13456;"flower";0.92138;NA
"98472880";"https://www.inaturalist.org/observations/98472880";"https://inaturalist-open-data.s3.amazonaws.com/photos/163958411/original.jpg";47.0472666667;16.0776528333;9;"2021-10-17";2021;"k-middle-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum novi-belgii (L.) G.L.Nesom";"Symphyotrichum novi-belgii";3;0.12925;"flower";0.92138;NA
"98472880";"https://www.inaturalist.org/observations/98472880";"https://inaturalist-open-data.s3.amazonaws.com/photos/163958411/original.jpg";47.0472666667;16.0776528333;9;"2021-10-17";2021;"k-middle-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum oblongifolium (Nutt.) G.L.Nesom";"Symphyotrichum oblongifolium";4;0.07713;"flower";0.92138;NA
"98472880";"https://www.inaturalist.org/observations/98472880";"https://inaturalist-open-data.s3.amazonaws.com/photos/163958411/original.jpg";47.0472666667;16.0776528333;9;"2021-10-17";2021;"k-middle-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum praealtum (Poir.) G.L.Nesom";"Symphyotrichum praealtum";5;0.04192;"flower";0.92138;NA
"100005981";"https://www.inaturalist.org/observations/100005981";"https://inaturalist-open-data.s3.amazonaws.com/photos/166845254/original.jpeg";47.6702683333;16.1327166667;NA;"2021-10-16";2021;"k-middle-europe";"Rosaceae";"Rubus";"Rubus pruinosus Arrh.";"Rubus pruinosus";1;0.00582;"fruit";0.37147;NA
"100005981";"https://www.inaturalist.org/observations/100005981";"https://inaturalist-open-data.s3.amazonaws.com/photos/166845254/original.jpeg";47.6702683333;16.1327166667;NA;"2021-10-16";2021;"k-middle-europe";"Rosaceae";"Crataegus";"Crataegus maximowiczii C.K.Schneid.";"Crataegus maximowiczii";2;0.00405;"fruit";0.37147;NA
"100005981";"https://www.inaturalist.org/observations/100005981";"https://inaturalist-open-data.s3.amazonaws.com/photos/166845254/original.jpeg";47.6702683333;16.1327166667;NA;"2021-10-16";2021;"k-middle-europe";"Rosaceae";"Rubus";"Rubus crataegifolius Bunge";"Rubus crataegifolius";3;0.00388;"fruit";0.37147;NA
"100005981";"https://www.inaturalist.org/observations/100005981";"https://inaturalist-open-data.s3.amazonaws.com/photos/166845254/original.jpeg";47.6702683333;16.1327166667;NA;"2021-10-16";2021;"k-middle-europe";"Rosaceae";"Rubus";"Rubus scaber Weihe";"Rubus scaber";4;0.00199;"fruit";0.37147;NA
"100005981";"https://www.inaturalist.org/observations/100005981";"https://inaturalist-open-data.s3.amazonaws.com/photos/166845254/original.jpeg";47.6702683333;16.1327166667;NA;"2021-10-16";2021;"k-middle-europe";"Grossulariaceae";"Ribes";"Ribes wolfii Rothr.";"Ribes wolfii";5;0.0019;"fruit";0.37147;NA
"98552694";"https://www.inaturalist.org/observations/98552694";"https://inaturalist-open-data.s3.amazonaws.com/photos/164106608/original.jpeg";30.161815157;-90.1761335277;2325;"2021-10-15";2021;"k-southeastern-u-s-a";"Vitaceae";"Causonis";"Causonis japonica (Thunb.) Raf.";"Causonis japonica";1;0.14619;"flower";0.71018;NA
"98552694";"https://www.inaturalist.org/observations/98552694";"https://inaturalist-open-data.s3.amazonaws.com/photos/164106608/original.jpeg";30.161815157;-90.1761335277;2325;"2021-10-15";2021;"k-southeastern-u-s-a";"Caprifoliaceae";"Patrinia";"Patrinia scabiosifolia Link";"Patrinia scabiosifolia";2;0.02791;"flower";0.71018;NA
"98552694";"https://www.inaturalist.org/observations/98552694";"https://inaturalist-open-data.s3.amazonaws.com/photos/164106608/original.jpeg";30.161815157;-90.1761335277;2325;"2021-10-15";2021;"k-southeastern-u-s-a";"Vitaceae";"Causonis";"Causonis maritima (Jackes) Jackes";"Causonis maritima";3;0.02589;"flower";0.71018;NA
"98552694";"https://www.inaturalist.org/observations/98552694";"https://inaturalist-open-data.s3.amazonaws.com/photos/164106608/original.jpeg";30.161815157;-90.1761335277;2325;"2021-10-15";2021;"k-southeastern-u-s-a";"Sapindaceae";"Matayba";"Matayba guianensis Aubl.";"Matayba guianensis";4;0.00887;"flower";0.71018;NA
"98552694";"https://www.inaturalist.org/observations/98552694";"https://inaturalist-open-data.s3.amazonaws.com/photos/164106608/original.jpeg";30.161815157;-90.1761335277;2325;"2021-10-15";2021;"k-southeastern-u-s-a";"Rhamnaceae";"Berchemia";"Berchemia floribunda (Wall.) Brongn.";"Berchemia floribunda";5;0.00833;"flower";0.71018;NA
"98285131";"https://www.inaturalist.org/observations/98285131";"https://static.inaturalist.org/photos/163601049/original.jpeg";43.0526482115;0.1602385193;7;"2021-10-15";2021;"k-southwestern-europe";"Viburnaceae";"Viburnum";"Viburnum tinus L.";"Viburnum tinus";1;0.0036;"fruit";0.10101;NA
"98285131";"https://www.inaturalist.org/observations/98285131";"https://static.inaturalist.org/photos/163601049/original.jpeg";43.0526482115;0.1602385193;7;"2021-10-15";2021;"k-southwestern-europe";"Sapindaceae";"Acer";"Acer monspessulanum L.";"Acer monspessulanum";2;0.00343;"fruit";0.10101;NA
"98285131";"https://www.inaturalist.org/observations/98285131";"https://static.inaturalist.org/photos/163601049/original.jpeg";43.0526482115;0.1602385193;7;"2021-10-15";2021;"k-southwestern-europe";"Simaroubaceae";"Ailanthus";"Ailanthus altissima (Mill.) Swingle";"Ailanthus altissima";3;0.00317;"fruit";0.10101;NA
"98285131";"https://www.inaturalist.org/observations/98285131";"https://static.inaturalist.org/photos/163601049/original.jpeg";43.0526482115;0.1602385193;7;"2021-10-15";2021;"k-southwestern-europe";"Araliaceae";"Hedera";"Hedera helix L.";"Hedera helix";4;0.00197;"fruit";0.10101;NA
"98285131";"https://www.inaturalist.org/observations/98285131";"https://static.inaturalist.org/photos/163601049/original.jpeg";43.0526482115;0.1602385193;7;"2021-10-15";2021;"k-southwestern-europe";"Ranunculaceae";"Clematis";"Clematis vitalba L.";"Clematis vitalba";5;0.00176;"fruit";0.10101;NA
"98236381";"https://www.inaturalist.org/observations/98236381";"https://inaturalist-open-data.s3.amazonaws.com/photos/163518075/original.jpeg";35.0386522012;-85.2744838223;178;"2021-10-14";2021;"k-southeastern-u-s-a";"Asteraceae";"Solidago";"Solidago rugosa Mill.";"Solidago rugosa";1;0.1632;"flower";0.9035;NA
"98236381";"https://www.inaturalist.org/observations/98236381";"https://inaturalist-open-data.s3.amazonaws.com/photos/163518075/original.jpeg";35.0386522012;-85.2744838223;178;"2021-10-14";2021;"k-southeastern-u-s-a";"Asteraceae";"Solidago";"Solidago altissima L.";"Solidago altissima";2;0.14649;"flower";0.9035;NA
"98236381";"https://www.inaturalist.org/observations/98236381";"https://inaturalist-open-data.s3.amazonaws.com/photos/163518075/original.jpeg";35.0386522012;-85.2744838223;178;"2021-10-14";2021;"k-southeastern-u-s-a";"Asteraceae";"Solidago";"Solidago fistulosa Mill.";"Solidago fistulosa";3;0.1442;"flower";0.9035;NA
"98236381";"https://www.inaturalist.org/observations/98236381";"https://inaturalist-open-data.s3.amazonaws.com/photos/163518075/original.jpeg";35.0386522012;-85.2744838223;178;"2021-10-14";2021;"k-southeastern-u-s-a";"Asteraceae";"Solidago";"Solidago gigantea Aiton";"Solidago gigantea";4;0.13027;"flower";0.9035;NA
"98236381";"https://www.inaturalist.org/observations/98236381";"https://inaturalist-open-data.s3.amazonaws.com/photos/163518075/original.jpeg";35.0386522012;-85.2744838223;178;"2021-10-14";2021;"k-southeastern-u-s-a";"Asteraceae";"Solidago";"Solidago latissimifolia Mill.";"Solidago latissimifolia";5;0.09749;"flower";0.9035;NA
"98199565";"https://www.inaturalist.org/observations/98199565";"https://static.inaturalist.org/photos/163450821/original.jpeg";42.1559997081;2.5404464174;61;"2021-10-14";2021;"k-southwestern-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum pilosum (Willd.) G.L.Nesom";"Symphyotrichum pilosum";1;0.73038;"flower";0.8361;NA
"98199565";"https://www.inaturalist.org/observations/98199565";"https://static.inaturalist.org/photos/163450821/original.jpeg";42.1559997081;2.5404464174;61;"2021-10-14";2021;"k-southwestern-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum ericoides (L.) G.L.Nesom";"Symphyotrichum ericoides";2;0.04847;"flower";0.8361;NA
"98199565";"https://www.inaturalist.org/observations/98199565";"https://static.inaturalist.org/photos/163450821/original.jpeg";42.1559997081;2.5404464174;61;"2021-10-14";2021;"k-southwestern-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum lanceolatum (Willd.) G.L.Nesom";"Symphyotrichum lanceolatum";3;0.03094;"flower";0.8361;NA
"98199565";"https://www.inaturalist.org/observations/98199565";"https://static.inaturalist.org/photos/163450821/original.jpeg";42.1559997081;2.5404464174;61;"2021-10-14";2021;"k-southwestern-europe";"Asteraceae";"Symphyotrichum";"Symphyotrichum racemosum (Elliott) G.L.Nesom";"Symphyotrichum racemosum";4;0.01861;"flower";0.8361;NA
"98199565";"https://www.inaturalist.org/observations/98199565";"https://static.inaturalist.org/photos/163450821/original.jpeg";42.1559997081;2.5404464174;61;"2021-10-14";2021;"k-southwestern-europe";"Asteraceae";"Tripolium";"Tripolium pannonicum (Jacq.) Dobrocz.";"Tripolium pannonicum";5;0.00643;"flower";0.8361;NA
"98340928";"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/original.jpeg";29.3921380953;-98.4966484156;2;"2021-10-12";2021;"k-south-central-u-s-a";"Asteraceae";"Mikania";"Mikania scandens (L.) Willd.";"Mikania scandens";1;0.5797;"flower";0.72606;NA
"98340928";"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/original.jpeg";29.3921380953;-98.4966484156;2;"2021-10-12";2021;"k-south-central-u-s-a";"Asteraceae";"Mikania";"Mikania natalensis DC.";"Mikania natalensis";2;0.24349;"flower";0.72606;NA
"98340928";"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/original.jpeg";29.3921380953;-98.4966484156;2;"2021-10-12";2021;"k-south-central-u-s-a";"Asteraceae";"Mikania";"Mikania cordifolia (L.f.) Willd.";"Mikania cordifolia";3;0.08447;"flower";0.72606;NA
"98340928";"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/original.jpeg";29.3921380953;-98.4966484156;2;"2021-10-12";2021;"k-south-central-u-s-a";"Asteraceae";"Mikania";"Mikania periplocifolia Hook. & Arn.";"Mikania periplocifolia";4;0.02962;"flower";0.72606;NA
"98340928";"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/original.jpeg";29.3921380953;-98.4966484156;2;"2021-10-12";2021;"k-south-central-u-s-a";"Asteraceae";"Mikania";"Mikania micrantha Kunth";"Mikania micrantha";5;0.01623;"flower";0.72606;NA
"98079846";"https://www.inaturalist.org/observations/98079846";"https://inaturalist-open-data.s3.amazonaws.com/photos/163228390/original.jpeg";47.5980432968;18.9755728883;2;"2021-10-12";2021;"k-middle-europe";"Ranunculaceae";"Clematis";"Clematis vitalba L.";"Clematis vitalba";1;0.59204;"leaf";0.50618;NA
"98079846";"https://www.inaturalist.org/observations/98079846";"https://inaturalist-open-data.s3.amazonaws.com/photos/163228390/original.jpeg";47.5980432968;18.9755728883;2;"2021-10-12";2021;"k-middle-europe";"Ranunculaceae";"Ranunculus";"Ranunculus muricatus L.";"Ranunculus muricatus";2;0.00537;"leaf";0.50618;NA
"98079846";"https://www.inaturalist.org/observations/98079846";"https://inaturalist-open-data.s3.amazonaws.com/photos/163228390/original.jpeg";47.5980432968;18.9755728883;2;"2021-10-12";2021;"k-middle-europe";"Campanulaceae";"Campanula";"Campanula poscharskyana Degen";"Campanula poscharskyana";3;0.00247;"leaf";0.50618;NA
"98079846";"https://www.inaturalist.org/observations/98079846";"https://inaturalist-open-data.s3.amazonaws.com/photos/163228390/original.jpeg";47.5980432968;18.9755728883;2;"2021-10-12";2021;"k-middle-europe";"Apiaceae";"Apium";"Apium graveolens L.";"Apium graveolens";4;0.00219;"leaf";0.50618;NA
"98079846";"https://www.inaturalist.org/observations/98079846";"https://inaturalist-open-data.s3.amazonaws.com/photos/163228390/original.jpeg";47.5980432968;18.9755728883;2;"2021-10-12";2021;"k-middle-europe";"Vitaceae";"Vitis";"Vitis vinifera L.";"Vitis vinifera";5;0.00206;"leaf";0.50618;NA
